,season,subcol,bandnumb,banded,ch_bandnumb,notes,colony,location,CLEANsubcol,chickNO,FinalCHsize,begin,result,result_st,result_dt,chick1size,chick2size,empty_dt,ad1,ad2,note,final_subcol,status,nuch,final_ch1size,final_ch2size,nestpos,year,final_date,initials,final_notes,X,start_dt,dfdate,MLE_notes
170,1920,m9-10,50945,0,NA,chick not found,CROZ,M,9-10,50945_2,OR,1E,CR2,CR,1/3/2020,GF,OR,1/3/2020,50945,UB,"CHX SIZE GIVEN FROM LAST BR CHECK, BB FED 2 FT PA+ ON 01/12",9-10,BR,2,GF,OR,5,2019,12/30/2019,MLE,,NA,11/1/2011,2981,
171,1920,m23,50395,1,76078,,CROZ,M,23,50395_1,GF,1E,CR2,BR,12/30/2019,GF,GF,1/3/2020,50395,UB,BOTH FT SEEN IN CR BUT ONLY ONE FOUND FOR BANDING.,23,BR,2,GF,GF,2,2019,12/30/2019,DJ,"UB ON, GF +",NA,11/1/2011,2981,
172,1920,m23,50395,0,NA,Chick not found,CROZ,M,23,50395_2,GF,1E,CR2,BR,12/30/2019,GF,GF,1/3/2020,50395,UB,BOTH FT SEEN IN CR BUT ONLY ONE FOUND FOR BANDING.,23,BR,2,GF,GF,2,2019,12/30/2019,DJ,"UB ON, GF +",NA,11/1/2011,2981,
173,1920,m23,51491,0,NA,Chick not found,CROZ,M,23,51491_1,GF,1E,CR2,BR,12/30/2019,GF,GF,1/3/2020,51491,UB,BOTH FT CHICKS SEEN IN CR BUT ONLY ONE FOUND FOR BANDING.,23,BR,2,GF,GF,4,2019,12/30/2019,DJ,"UB ON, GF+",NA,11/1/2011,2981,
174,1920,m23,51491,1,NA,Too small to band.,CROZ,M,23,51491_2,GF,1E,CR2,BR,12/30/2019,GF,GF,1/3/2020,51491,UB,BOTH FT CHICKS SEEN IN CR BUT ONLY ONE FOUND FOR BANDING.,23,BR,2,GF,GF,4,2019,12/30/2019,DJ,"UB ON, GF+",NA,11/1/2011,2981,
175,1920,m39-40,71816,1,NA,"flipper very small so no band, saw BB trying to feed while we were handling chick but appeared to circle back after we released to feed; using scale with +10",CROZ,M,39-40,71816_1,MEL,1E,CR1,BR,1/7/2020,MEL,,1/11/2020,71816,UB,"FT CHICKS, FT RM 01/23 BUT DID NOT BAND CHICK BECAUSE TOO SMALL",39-40,BR,1,MEL,,0,2020,1/7/2020,PL,"FISHTAGGED CHICK AS 395, UB ON",NA,11/1/2011,2989,
176,1920,m2,46408,1,76064,,CROZ,M,2,46408_1,MEL,1E,CR8,BR,1/7/2020,MEL,MEL,1/11/2020,46408,UB,"TOO MANY FT AROUND TO BE SURE WHO CR, ONLY 1 CH FOUND TO BAND ON 1/22 BUT CR SIZE",2,BR,2,MEL,MEL,0,2020,1/7/2020,MLE,"FT SEEN NOT READ, RSO",NA,11/1/2011,2989,
177,1920,m2,46408,0,NA,chick not found,CROZ,M,2,46408_2,MEL,1E,CR8,BR,1/7/2020,MEL,MEL,1/11/2020,46408,UB,"TOO MANY FT AROUND TO BE SURE WHO CR, ONLY 1 CH FOUND TO BAND ON 1/22 BUT CR SIZE",2,BR,2,MEL,MEL,0,2020,1/7/2020,MLE,"FT SEEN NOT READ, RSO",NA,11/1/2011,2989,
178,1920,m8,49842,1,76084,,CROZ,M,8,49842_1,GF,1E,CR1,BR,12/30/2019,GF,,1/3/2020,49842,UB,FT CHICK SEEN IN CRECHE AFTER (MELON),8,BR,1,GF,,7,2019,12/30/2019,DJ,GF+,NA,11/1/2011,2981,
179,1920,m1a,32189,1,76130,,CROZ,M,1A,32189_1,MEL,2E,CR1,CR,1/11/2020,MEL,,1/11/2020,32189,UB,FT CH PA+ ON 1/16,1A,BR,1,MEL,,0,2020,1/7/2020,MLE,"UB ON, BR TIGHT, CAN'T SEE FT",NA,11/1/2011,2989,
180,1920,l,71865,1,76054,,CROZ,L,NA,71865_1,MEL,2E,CR2,CR,1/5/2020,MEL,GF,1/5/2020,71865,UB,ONLY ONE CHICK FOUND AT BANDING,,BR,2,MEL,GF,4,2019,12/31/2019,PL,"SMALLER CHICK FT IS 443, COULDN'T READ THE OTHER ONE BUT SAW IT",NA,11/1/2011,2982,
181,1920,l,71865,0,NA,Chick not found,CROZ,L,NA,71865_2,GF,2E,CR2,CR,1/5/2020,MEL,GF,1/5/2020,71865,UB,ONLY ONE CHICK FOUND AT BANDING,,BR,2,MEL,GF,4,2019,12/31/2019,PL,"SMALLER CHICK FT IS 443, COULDN'T READ THE OTHER ONE BUT SAW IT",NA,11/1/2011,2982,
182,1920,m2,32159,0,NA,chick not found,CROZ,M,2,32159_1,GF,1E,CR8,G,1/7/2020,PA,GF,1/11/2020,32159,UB,"ONLY ONE CH EVER SEEN IN CR, 1 FT REMOVED 1/22, GF SEEMED TO BE SHRINKING, LIKELY JUST CR1",2,G,2,PA,GF,0,2020,1/7/2020,MLE,"UB ON, 2 FT SEEN NOT READ, PA GOOD BUT GF SHRINKING?",NA,11/1/2011,2989,
183,1920,m2,32159,1,76128,,CROZ,M,2,32159_2,PA,1E,CR8,G,1/7/2020,PA,GF,1/11/2020,32159,UB,"ONLY ONE CH EVER SEEN IN CR, 1 FT REMOVED 1/22, GF SEEMED TO BE SHRINKING, LIKELY JUST CR1",2,G,2,PA,GF,0,2020,1/7/2020,MLE,"UB ON, 2 FT SEEN NOT READ, PA GOOD BUT GF SHRINKING?",NA,11/1/2011,2989,
184,1920,m1,62335,0,NA,chick not found,CROZ,M,2,62335_1,GF,2E,FAIL,BR,1/13/2020,GF,,1/16/2020,62335,UB,FT CH NEVER SEEN IN CR AND DID NOT FIND TO REMOVE,2,BR,1,GF,,0,2020,1/13/2020,MLE,"UB ON, FT CH TODAY #398",NA,11/1/2011,2995,
185,1920,m17,70164,1,76081,the cutest,CROZ,M,17,70164_1,MEL,1E,CR1,BR,1/11/2020,MEL,,1/16/2020,70164,UB,"FT CH FOUND AND BANDED 1/22, THE CUTEST CH THAT LIKED TO SPRINT AROUND",17,BR,1,MEL,,0,2020,1/11/2020,MLE,"UB ON FT SEEN NOT READ, ON WBN STILL TOO, SOMEHOW, CHAOS ALL AROUND",NA,11/1/2011,2993,
186,1920,l,71817,0,NA,chick not found,CROZ,L,LCITY,71817_1,GF,1E,CR2,BR,1/7/2020,GF,,1/10/2020,71817,UB,"FT CHX, COMPLICATED BAD PARENTING BY BB, SM CH CRECHED BEFORE GF. NEITHER FOUND BY 1/22 TO BAND",LCITY,BR,1,GF,,0,2020,1/7/2020,AL,"ONLY THE SMALLER CHICK IS BEING BROODED, IS THE OTHER ONE IN CRECHE? COULDN'T SEE THE FISHTAG.",NA,11/1/2011,2989,
187,1920,l,71817,0,NA,removed from dead chick in nest,CROZ,L,LCITY,71817_2,GF,1E,CR2,BR,1/7/2020,GF,,1/10/2020,71817,UB,"FT CHX, COMPLICATED BAD PARENTING BY BB, SM CH CRECHED BEFORE GF. NEITHER FOUND BY 1/22 TO BAND",LCITY,BR,1,GF,,0,2020,1/7/2020,AL,"ONLY THE SMALLER CHICK IS BEING BROODED, IS THE OTHER ONE IN CRECHE? COULDN'T SEE THE FISHTAG.",NA,11/1/2011,2989,
189,1920,m2,71475,1,76056,,CROZ,M,2,71475_1,MEL,8E,CR1,BR,1/3/2020,MEL,,1/7/2020,71475,UB,FT CHICK,2,BR,1,MEL,,3,2020,1/3/2020,MLE,FT SEEN NOT READ,NA,11/1/2011,2985,
190,1920,m7,50625,1,76055,,CROZ,M,7,50625_1,MEL,1E,CR1,BR,1/7/2020,MEL,GF,1/11/2020,50625,UB,MEL AND GF BEFORE EMPTY NEST.  ONLY ONE FT FOUND AND BANDED.  2ND CHICK ASSUME FAIL.,7,BR,2,MEL,GF,0,2020,1/7/2020,DJ,SMALL MELON,NA,11/1/2011,2989,
191,1920,m7,50625,0,NA,Chick not found,CROZ,M,7,50625_2,GF,1E,CR1,BR,1/7/2020,MEL,GF,1/11/2020,50625,UB,MEL AND GF BEFORE EMPTY NEST.  ONLY ONE FT FOUND AND BANDED.  2ND CHICK ASSUME FAIL.,7,BR,2,MEL,GF,0,2020,1/7/2020,DJ,SMALL MELON,NA,11/1/2011,2989,
192,1920,m33-35,69936,1,76095,,CROZ,M,33-35,69936_1,GF,1E,CR2,G,1/5/2020,GF,GF,1/7/2020,69936,UB,BOTH FT SEEN CR BUT ONLY ONE FOUND FOR BANDING.,33-35,G,2,GF,GF,0,2020,1/5/2020,DJ,2 FT CHX SEEN (BOTH GF+) AND ONE READ 437,NA,11/1/2011,2987,
193,1920,m33-35,69936,0,NA,Chick not found,CROZ,M,33-35,69936_2,GF,1E,CR2,G,1/5/2020,GF,GF,1/7/2020,69936,UB,BOTH FT SEEN CR BUT ONLY ONE FOUND FOR BANDING.,33-35,G,2,GF,GF,0,2020,1/5/2020,DJ,2 FT CHX SEEN (BOTH GF+) AND ONE READ 437,NA,11/1/2011,2987,
195,1920,b,70449,0,NA,chick not found,CROZ,B,NA,70449_1,GF,1E,CR1,CR,1/13/2020,MEL,,1/13/2020,70449,UB,"FT CH SEEN IN CR, 2ND FT CH DEAD IN NEST BEFORE CR",,BR,1,GF,,0,2020,1/11/2020,MLE,"UB ON, A GENEROUS GF PERHAPS, FT SEEN",NA,11/1/2011,2993,
196,1920,b,70449,0,NA,removed from dead chick in nest,CROZ,B,NA,70449_2,UND,1E,CR1,CR,1/13/2020,MEL,,1/13/2020,70449,UB,"FT CH SEEN IN CR, 2ND FT CH DEAD IN NEST BEFORE CR",,BR,1,GF,,0,2020,1/11/2020,MLE,"UB ON, A GENEROUS GF PERHAPS, FT SEEN",NA,11/1/2011,2993,
197,1920,m3,69757,0,NA,,CROZ,M,3,69757_1,GF,1E,FAIL,BR,1/16/2020,GF,,1/18/2020,69757,UB,,3,BR,1,GF,,0,2020,1/16/2020,PL,"BNR, STILL BROODING",NA,11/1/2011,2998,
198,1920,m31,69785,1,76053,,CROZ,M,31,69785_1,MEL,2E,CR1,G,1/3/2020,MEL,,1/7/2020,69785,UB,FT CHICK BANDED.,31,G,1,MEL,,2,2020,1/3/2020,DJ,"UB ON, FISH TAG SEEN",NA,11/1/2011,2985,
199,1213,NA,46943,1,NA,NA,CROZ,N,NA,46943_1,PA,8E,CR2,CR,1/21/2013,NA,NA,NA,46943,UB,BOTH FISH TAGGED CHICKS BANDED,,G,2,PA,PA,0,2013,1/9/2013,AV,>PINEAPPLE SIZE;  FISH TAGS SEEN ON CHICKS,154,11/1/2011,435,
200,1213,NA,47968,1,NA,NA,CROZ,M,8,47968_1,PA,2E,CR2,CR,1/14/2013,NA,NA,NA,47968,UB,BOTH FISH TAGGED CHICKS BANDED,8,G,2,PA,GF,0,2013,1/7/2013,ELP,"UB FEEDING CHASE WITH FISH TAGGED CHICKS, < PINEPPLE AND > GRAPEFRUIT",195,11/1/2011,433,
201,1213,NA,48643,1,NA,NA,CROZ,M,8,48643_1,PA,2E,CR2,CR,1/21/2013,NA,NA,NA,48643,UB,BOTH FISH TAGGED CHICKS BANDED,,G,2,PA,PA,0,2013,1/7/2013,ELP,UB. PINEAPPLE AND < PINEAPPLE,249,11/1/2011,433,
202,1213,NA,51218,1,NA,NA,CROZ,M,8,51218_1,MEL,1E,CR2,CR,1/22/2013,NA,NA,NA,51218,UB,BOTH FISH TAGGED CHICKS BANDED,,G,2,MEL,GF,0,2013,1/3/2013,ELP,UB. GRAPEFRUIT AND >> GRAPEFRUIT,465,11/1/2011,429,
203,1213,NA,42663,1,NA,NA,CROZ,QR,NA,42663_1,GF,1E,CR,CR1,1/13/2013,NA,NA,NA,42663,UB,"LARGE CHICK WAS FISH-TAGGED, THEN BANDED.",,BR,8,GF,,0,2013,1/6/2013,ELP,> GRAPEFRUIT. BNR; BIRD IS NERVOUS,46,11/1/2011,432,ONLY 1 CHICK
204,1213,NA,44567,1,NA,NA,CROZ,N,NA,44567_1,PA,2E,CR1,CR,2/1/2013,NA,NA,NA,44567,UB,1 FISH TAG CHICK FOUND DEAD. OTHER WAS 2400G ON 2/1,,G,2,PA,GF,0,2013,1/9/2013,AV,1 GRAPEFRUIT SIZE; 1 > PINEAPPLE SIZE; FISH TAGS SEEN ON CHICKS,83,11/1/2011,435,
205,1213,NA,46943,1,NA,NA,CROZ,N,NA,46943_2,PA,8E,CR2,CR,1/21/2013,NA,NA,NA,46943,UB,BOTH FISH TAGGED CHICKS BANDED,,G,2,PA,PA,0,2013,1/9/2013,AV,>PINEAPPLE SIZE;  FISH TAGS SEEN ON CHICKS,154,11/1/2011,435,
206,1213,NA,51573,1,NA,NA,CROZ,M,20,51573_1,MEL,2E,CR1,CR,1/21/2013,NA,NA,NA,51573,UB,FISH TAGGED CHICK BANDED,20,BR,1,MEL,,0,2013,1/7/2013,ELP,UB. >> GRAPEFRUIT,480,11/1/2011,433,ONLY 1 CHICK
207,1213,NA,47867,1,NA,NA,CROZ,M,24,47867_1,PA,1E,CR1,CR,1/21/2013,NA,NA,NA,47867,UB,FISH TAGGED CHICK BANDED,24,G,1,PA,,0,2013,1/11/2013,ELP,UB. 1 FISH TAGGED CHICK < PINEAPPLE,185,11/1/2011,437,ONLY 1 CHICK
208,1213,NA,48748,1,NA,NA,CROZ,M,16-22,48748_1,MEL,1E,CR1,CR,1/21/2013,NA,NA,NA,48748,UB,FISH TAGGED CHICK BANDED,,G,1,MEL,,0,2013,1/7/2013,ELP,"TAG IS OUT. CHICK IS ALMOST PINEAPPLE, FISHTAGGED. BNR",253,11/1/2011,433,ONLY 1 CHICK
209,1213,NA,44436,1,NA,NA,CROZ,M,12,44436_1,PA,2E,CR8,CR,1/21/2013,NA,NA,NA,44436,UB,FISH TAGGED CHICK BANDED,,G,2,PA,MEL,0,2013,1/10/2013,ELP,UB. PINEAPPLE AND >> GRAPEFRUIT,76,11/1/2011,436,
210,1213,NA,44739,1,NA,NA,CROZ,M,12,44739_1,PA,2E,CR8,CR,1/21/2013,NA,NA,NA,44739,UB,FISH TAGGED CHICK BANDED,12,G,1,PA,,0,2013,1/10/2013,ELP,UB. < PINEAPPLE,88,11/1/2011,436,second chick lost while BR didn't add 2nd chick record
211,1213,NA,47968,1,NA,NA,CROZ,M,8,47968_2,GF,2E,CR2,CR,1/14/2013,NA,NA,NA,47968,UB,BOTH FISH TAGGED CHICKS BANDED,8,G,2,PA,GF,0,2013,1/7/2013,ELP,"UB FEEDING CHASE WITH FISH TAGGED CHICKS, < PINEPPLE AND > GRAPEFRUIT",195,11/1/2011,433,
212,1213,NA,48643,1,NA,NA,CROZ,M,8,48643_2,PA,2E,CR2,CR,1/21/2013,NA,NA,NA,48643,UB,BOTH FISH TAGGED CHICKS BANDED,,G,2,PA,PA,0,2013,1/7/2013,ELP,UB. PINEAPPLE AND < PINEAPPLE,249,11/1/2011,433,
213,1213,NA,49528,1,NA,NA,CROZ,M,5A,49528_1,PA,2E,CR8,CR,1/22/2013,NA,NA,NA,49528,UB,"ONE FISH TAGGED CHICK BANDED, THE OTHER SCRAWNY BUT STILL ALIVE ON 2/1",,G,2,PA,GF,0,2013,1/7/2013,ELP,"BB WITH 2 F.T. CHICKS, < PINEAPPLE AND > GRAPEFRUIT",304,11/1/2011,433,"MM AND ELP SAME DAY, USING GF FOR CH2 FROM ELP; GF ALIVE ON 2-1 BUT BAND = N"
214,1213,NA,49528,0,NA,NA,CROZ,M,5A,49528_2,GF,2E,CR8,CR,1/22/2013,NA,NA,NA,49528,UB,"ONE FISH TAGGED CHICK BANDED, THE OTHER SCRAWNY BUT STILL ALIVE ON 2/1",,G,2,PA,PA,0,2013,1/7/2013,MM,"SEEN BANDED BIRD WITH TWO FT CH. 1 CH > PA, OTHER CH PA-SIZED.",305,11/1/2011,433,"MM AND ELP SAME DAY, USING GF FOR CH2 FROM ELP; GF ALIVE ON 2-1 BUT BAND = N"
215,1213,NA,51218,1,NA,NA,CROZ,M,8,51218_2,GF,1E,CR2,CR,1/22/2013,NA,NA,NA,51218,UB,BOTH FISH TAGGED CHICKS BANDED,,G,2,MEL,GF,0,2013,1/3/2013,ELP,UB. GRAPEFRUIT AND >> GRAPEFRUIT,465,11/1/2011,429,
216,1213,NA,44923,1,NA,NA,CROZ,M,7,44923_1,UND,1E,CR8,CR,1/22/2013,NA,NA,NA,44923,UB,"ONLY ONE FISH TAGGED CHICK BANDED, BUT THE OTHER ONE WAS LIKELY SEEN (AND NOT CAUGHT) IN EARLY FEB",NA,NA,NA,UND,UND,NA,NA,NA,NA,NA,NA,NA,NA,"fruit sizes only given once in CR, GF and MEL on 01-04"
217,1213,NA,43664,1,NA,NA,CROZ,M,8,43664_1,MEL,8E,CR1,CR,1/22/2013,NA,NA,NA,43664,UB,FISH TAGGED CHICK BANDED,,BR,1,MEL,,0,2013,1/7/2013,ELP,UB. >> GRAPEFRUIT,52,11/1/2011,433,ONLY 1 CHICK
218,1213,NA,48263,1,NA,NA,CROZ,M,8,48263_1,PA,1E,CR1,CR,1/22/2013,NA,NA,NA,48263,UB,FISH TAGGED CHICK BANDED,,G,1,PA,,0,2013,1/7/2013,ELP,RSO. PINEAPPLE IS FISH TAGGED,209,11/1/2011,433,ONLY 1 CHICK
219,1213,NA,47029,1,NA,NA,CROZ,M,19,47029_1,GF,2E,CR8,CR,1/22/2013,NA,NA,NA,47029,UB,"FISH TAGGED CHICK BANDED, BUT IT WAS SCRAWNY",19,BR,2,GF,OR,0,2013,1/7/2013,ELP,UB. GRAPEFRUIT AND APPLE,164,11/1/2011,433,2ND CHICK ADDED BUT PROBABLY DIDN'T CR
221,1213,NA,50833,1,NA,NA,CROZ,M,8,50833_1,MEL,2E,CR8,CR,1/22/2013,NA,NA,NA,50833,UB,FISH TAGGED CHICK BANDED,8,BR,2,PA,PA,0,2013,1/4/2013,MM,BOTH CH PA-SIZED.,421,11/1/2011,430,"ELP CALLED MEL ON 1-7, CH2 SKUAD 1-14, OR ON 1-3!"
222,1213,NA,46555,1,NA,NA,CROZ,M,4A,46555_1,PA,2E,CR8,CR,1/22/2013,NA,NA,NA,46555,UB,"1 FISH TAGGED CHICK BANDED, THE OTHER NOT FOUND, BUT IT WAS BIG AND CRECHED EARLY ON",,G,1,PA,,0,2013,1/4/2013,ELP,UB. PINEAPPLE SIZED FISH TAGGED CHICK AT NEST TAG,125,11/1/2011,430,"2 FT CHX in CR 1-08 PA and MEL, only PA given as last G statu 1-04s but potentially one already CR?"
227,1213,NA,46984,1,NA,NA,CROZ,E,NA,46984_1,GF,2E,CR8,CR,1/23/2013,NA,NA,NA,46984,UB,FISH TAGGED CHICK BANDED,,BR,1,GF,,0,2013,1/5/2013,MM,CH > GF.,156,11/1/2011,431,ONLY 1 CHICK
228,1213,NA,51198,1,NA,NA,CROZ,L,NA,51198_1,PA+,2E,CR1,CR,1/23/2013,NA,NA,NA,51198,UB,FISH TAGGED CHICK BANDED,,G,1,PA+,,0,2013,1/10/2013,AV,LARGER THAN PINEAPPLE SIZE,460,11/1/2011,436,
231,1213,NA,51042,1,NA,NA,CROZ,L,NA,51042_1,PA,1E,CR1,CR,1/23/2013,NA,NA,NA,51042,UB,FISH TAGGED CHICK BANDED,,G,1,PA,,0,2013,1/10/2013,AV,PA PREVIOUSLY -MLE FISH TAG CHICK SEEN,444,11/1/2011,436,"PA ON 1-7, ONLY 1 CHICK"
233,1213,NA,47861,0,NA,NA,CROZ,M,31,47861_1,GF,2E,FAIL,BR,12/31/2012,NA,NA,NA,47861,UB,DEAD FISH TAGGED CHICK FOUND IN NEST,NA,BR,1,GF,NA,NA,NA,12/31/2012,MM,< GF,NA,NA,NA,DEAD IN NEST
234,1213,NA,46746,0,NA,NA,CROZ,P,NA,46746_1,GF,2E,UNK,CR,1/8/2013,NA,NA,NA,46746,UB,FISH TAGGED CHICKS SEEN CRECHED ON 1/8 BUT THEN NOT AGAIN,NA,NA,NA,UND,UND,NA,2013,12/31/2012,NA,NA,NA,NA,NA,"last record with chx size given GF and GF on 12-31, added manually here"
237,1213,NA,62036,0,NA,NA,CROZ,M,12,62036_1,MEL,1E,UNK,G,1/10/2013,NA,NA,NA,62036,UB,"FISH TAGGED CHICK WAS A LITTLE UNDERSIZED, NOT FOUND ON DAY WE REMOVED FISH TAGS",,G,1,MEL,,0,2013,1/10/2013,ELP,RSO. CHICK IS 2 GRAPEFRUITS,505,11/1/2011,436,
238,1213,NA,51370,0,NA,NA,CROZ,M,14A,51370_1,GF,2E,FAIL,BR,1/7/2013,NA,NA,NA,51370,UB,SMALL FISH TAGGED CHICK NOT SEEN AFTER 1/07,,BR,8,GF,,0,2013,1/7/2013,ELP,UB. GRAPEFRUIT,473,11/1/2011,433,
241,1314,NA,44923,1,NA,NA,CROZ,M,7,44923_1,GF,2E,CR2,CR,1/17/2014,NA,NA,NA,44923,UB,"CHICKS FT'ED. BOTH SEEN IN CR ONCE, THEN ONLY 1 FOUND ON LATER CHECKS.",7,BR,2,GF,GF,0,2014,1/2/2014,MM,CHICKS GRAPEFRUIT SIZE,95,11/1/2011,793,
242,1314,NA,46335,1,NA,NA,CROZ,M,7,46335_1,GF,2E,CR2,CR,1/17/2014,NA,NA,NA,46335,UB,CHX FT'ED. BOTH SEEN IN CR,7,BR,2,GF,GF,0,2014,1/11/2014,MM,GRAPEFRUIT SIZE CHICKS,118,11/1/2011,802,
244,1314,NA,45124,1,65294,NA,CROZ,M,WB2,45124_1,PA,2E,CR2,CR,1/17/2014,NA,NA,NA,45124,UB,ACCEL/GROWTH STUDY. 2 CH FT'D AND SEEN IN CR. CH-B FOUND DEAD 1/11 AFTER CR.,WB2,G,2,PA,GF,0,2014,1/5/2014,AS,UB ON. FT CHX SEEN. GRAPEFRUIT (001/010) AND PINEAPPLE (001/011) SIZE,98,11/1/2011,796,1 CHICK DIED IN CRECHE
245,1314,NA,47594,1,65307,NA,CROZ,M,3,47594_1,PA,2E,CR2,CR,1/17/2014,NA,NA,NA,47594,UB,ACCEL/GROWTH STUDY. BOTH CH SEEN IN CR MULTIPLE TIMES BUT CH-B NOT SEEN AFTER 1/25 (CHECKED SEVERAL DAYS),3,G,2,PA,PA,0,2014,1/8/2014,AS,2 PINEAPPLE SIZE CHICKS. FT 101/010 AND 110/010,176,11/1/2011,799,BOTH SEEN ON 1/17
246,1314,NA,22716,1,65211,NA,CROZ,M,5,22716_1,PA,2E,CR8,CR,1/18/2014,NA,NA,NA,22716,UB,1 FT CH SEEN TWICE AFTER CR'ED,5,BR,2,PA,GF,0,2014,1/11/2014,MM,"ONE CHICK PINEAPPLE SIZE, THE OTHER GRAPEFRUIT SIZE",4,11/1/2011,802,ONLY 1 CHICK SEEN IN CR
248,1314,NA,31979,1,NA,NA,CROZ,M,4B,31979_1,MEL,1E,CR1,CR,1/17/2014,NA,NA,NA,31979,UB,"CH FT'ED, SEEN FEW TIMES IN CR.",4B,BR,1,MEL,,0,2014,1/8/2014,AS,UB ON MELON SIZE CHICK,6,11/1/2011,799,ONLY 1 CHICK
250,1314,NA,32429,1,NA,NA,CROZ,M,33-35,32429_1,GF,8E,CR1,CR,1/17/2014,NA,NA,NA,32429,UB,PROB ONLY EVER HAD 1E. CH FT'ED. SEEN MULTIPLE TIMES IN CR.,34/35,BR,1,GF,,0,2014,1/2/2014,MM,CHICK GRAPEFRUIT SIZE.,13,11/1/2011,793,ONLY 1 CHICK
251,1314,NA,32462,0,NA,NA,CROZ,M,14,32462_1,OR,1E,CR1,CR,1/12/2014,NA,NA,NA,32462,UB,GROWTH STUDY. CR CH MEASURED 1/12 BUT ONLY 500g. NOT FOUND AFTER- LIKELY DIED.,14,BR,1,OR,,0,2014,1/11/2014,AM,LARGE ORANGE SIZE CHICK,14,11/1/2011,802,
261,1314,NA,44923,0,NA,NA,CROZ,M,7,44923_2,GF,2E,CR2,CR,1/17/2014,NA,NA,NA,44923,UB,"CHICKS FT'ED. BOTH SEEN IN CR ONCE, THEN ONLY 1 FOUND ON LATER CHECKS.",7,BR,2,GF,GF,0,2014,1/2/2014,MM,CHICKS GRAPEFRUIT SIZE,95,11/1/2011,793,
262,1314,NA,45151,1,NA,NA,CROZ,L,NA,45151_1,PA,8E,CR1,CR,1/17/2014,NA,NA,NA,45151,UB,"ACCEL/GROWTH STUDY. CH SEEN IN CR SEVERAL TIMES, LAST ON 1/17.",,BR,1,PA,,4,2014,1/5/2014,AV,PINEAPPLE SIZE CHICK,100,11/1/2011,796,ONLY 1 CHICK
263,1314,NA,62012,1,NA,NA,CROZ,M,8,62012_1,MEL,2E,CR1,CR,1/17/2014,NA,NA,NA,62012,UB,"CH-A FT AND SEEN MULTIPLE TIMES IN CR. CH-B NOT FT, LAST SEEN 8 DAYS OLD",8,BR,2,MEL,,0,2014,1/5/2014,AS,UB ON. CHICK A SIZE OF SMALL MELON. COULDN'T GET SIZE ON CHICK B,486,11/1/2011,796,ONLY ONE CH FT
264,1314,NA,50761,1,NA,NA,CROZ,M,8,50761_1,MEL,2E,CR1,CR,1/17/2014,NA,NA,NA,50761,UB,CH FT AND SEEN IN CR MULTIPLE TIMES. MADE IT TO AT LEAST 28 DAYS OLD,8,BR,1,MEL,,0,2014,1/2/2014,AS,CHICK SIZE OF SMALL MELON,409,11/1/2011,793,
266,1314,NA,51583,1,NA,NA,CROZ,M,8,51583_1,PA,2E,CR1,CR,1/17/2014,NA,NA,NA,51583,UB,CH FT AND LAST SEEN IN CR 28 DAYS OLD AND 1/2 ADULT SIZE. EGG-B STILL IN NEST ~7 DAYS AFTER CH-A HAT,8,G,1,PA,,0,2014,1/5/2014,AS,UB ON. CH FISH TAGGED AND PINEAPPLE SIZE,485,11/1/2011,796,
